fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
24749,2,2,Denmark;Copenhagen,1.1.2016,149,0.963,0.55
34284,2,6,Germany;Dresden,11.10.2016,88,0.981,0.4
34285,5,1,Czech republic;Prague,11.10.2016,87,0.981,0.4
34286,6,5,Germany;Berlin,11.10.2016,84,0.981,0.4
34287,11,1,Czech republic;Prague,11.10.2016,80,0.981,0.4
34288,4,5,Germany;Berlin,11.10.2016,79,0.981,0.4
34289,3,5,Germany;Berlin,11.10.2016,73,0.981,0.15
34290,1,6,Germany;Dresden,11.10.2016,64,0.981,0.15
34291,9,2,Denmark;Copenhagen,11.10.2016,53,0.981,0.15
34292,4,2,Denmark;Copenhagen,11.10.2016,48,0.981,0.15
34293,10,7,Germany;Frankfurt,11.10.2016,48,0.981,0.15
34294,6,5,Germany;Berlin,11.10.2016,41,0.981,0.15
34295,4,2,Denmark;Copenhagen,11.10.2016,41,0.981,0.15
34296,7,1,Czech republic;Prague,11.10.2016,39,0.981,0.15
34297,9,4,Germany;Frankfurt,11.10.2016,35,0.981,0.15
34298,10,5,Germany;Berlin,11.10.2016,32,0.981,0.15
34299,9,6,Germany;Dresden,11.10.2016,31,0.981,0.15
34300,9,1,Czech republic;Prague,11.10.2016,28,0.981,0.15
34301,4,5,Germany;Berlin,11.10.2016,25,0.981,0.01
34302,1,5,Germany;Berlin,11.10.2016,24,0.981,0.01
34303,6,7,Germany;Frankfurt,11.10.2016,23,0.981,0.01
34304,6,2,Denmark;Copenhagen,11.10.2016,20,0.981,0.01
34305,2,7,Germany;Frankfurt,11.10.2016,18,0.981,0.01
34306,2,3,Czech republic;Brno,11.10.2016,15,0.981,0.01
34307,11,5,Germany;Berlin,11.10.2016,13,0.981,0.01
34308,8,4,Germany;Frankfurt,11.10.2016,12,0.981,0.01
34309,4,6,Germany;Dresden,11.10.2016,10,0.981,0
34310,5,5,Germany;Berlin,11.10.2016,6,0.981,0
34311,10,5,Germany;Berlin,12.10.2016,150,0.978,0.55
34312,1,6,Germany;Dresden,12.10.2016,148,0.978,0.55
34313,2,6,Germany;Dresden,12.10.2016,148,0.978,0.55
34314,6,5,Germany;Berlin,12.10.2016,147,0.978,0.55
34315,3,2,Denmark;Copenhagen,12.10.2016,146,0.978,0.55
34316,7,7,Germany;Frankfurt,12.10.2016,145,0.978,0.55
34317,4,5,Germany;Berlin,12.10.2016,136,0.978,0.55
34318,3,7,Germany;Frankfurt,12.10.2016,135,0.978,0.55
34319,3,5,Germany;Berlin,12.10.2016,134,0.978,0.55
34320,1,3,Czech republic;Brno,12.10.2016,134,0.978,0.55
34321,11,7,Germany;Frankfurt,12.10.2016,132,0.978,0.55
34322,4,5,Germany;Berlin,12.10.2016,129,0.978,0.55
34323,11,5,Germany;Berlin,12.10.2016,128,0.978,0.55
34324,11,4,Germany;Frankfurt,12.10.2016,121,0.978,0.55
34325,7,2,Denmark;Copenhagen,12.10.2016,116,0.978,0.55
34326,2,7,Germany;Frankfurt,12.10.2016,115,0.978,0.55
34327,4,5,Germany;Berlin,12.10.2016,113,0.978,0.55
34328,4,7,Germany;Frankfurt,12.10.2016,110,0.978,0.55
34329,3,5,Germany;Berlin,12.10.2016,109,0.978,0.55
34330,6,1,Czech republic;Prague,12.10.2016,104,0.978,0.55
34331,4,2,Denmark;Copenhagen,12.10.2016,102,0.978,0.55
34332,5,5,Germany;Berlin,12.10.2016,99,0.978,0.4
34333,8,5,Germany;Berlin,12.10.2016,98,0.978,0.4
34334,2,7,Germany;Frankfurt,12.10.2016,97,0.978,0.4
34335,10,5,Germany;Berlin,12.10.2016,96,0.978,0.4
34336,6,1,Czech republic;Prague,12.10.2016,95,0.978,0.4
34337,10,7,Germany;Frankfurt,12.10.2016,92,0.978,0.4
34338,2,4,Germany;Frankfurt,12.10.2016,79,0.978,0.4
34339,2,6,Germany;Dresden,12.10.2016,78,0.978,0.4
34340,9,7,Germany;Frankfurt,12.10.2016,77,0.978,0.4
34341,3,4,Germany;Frankfurt,12.10.2016,77,0.978,0.4
34342,4,1,Czech republic;Prague,12.10.2016,74,0.978,0.15
34343,9,2,Denmark;Copenhagen,12.10.2016,68,0.978,0.15
34344,3,1,Czech republic;Prague,12.10.2016,67,0.978,0.15
34345,6,5,Germany;Berlin,12.10.2016,66,0.978,0.15
34346,9,1,Czech republic;Prague,12.10.2016,58,0.978,0.15
34347,3,7,Germany;Frankfurt,12.10.2016,42,0.978,0.15
34348,8,7,Germany;Frankfurt,12.10.2016,38,0.978,0.15
34349,3,5,Germany;Berlin,12.10.2016,33,0.978,0.15
34350,4,7,Germany;Frankfurt,12.10.2016,31,0.978,0.15
34351,6,5,Germany;Berlin,12.10.2016,29,0.978,0.15
34352,9,7,Germany;Frankfurt,12.10.2016,28,0.978,0.15
34353,5,2,Denmark;Copenhagen,12.10.2016,20,0.978,0.01
34354,8,3,Czech republic;Ostrava,12.10.2016,15,0.978,0.01
34355,9,5,Germany;Berlin,12.10.2016,13,0.978,0.01
34356,3,7,Germany;Frankfurt,12.10.2016,7,0.978,0
34357,4,5,Germany;Berlin,13.10.2016,150,0.978,0.55
34358,7,5,Germany;Berlin,13.10.2016,149,0.978,0.55
34359,4,5,Germany;Berlin,13.10.2016,147,0.978,0.55
34360,5,5,Germany;Berlin,13.10.2016,147,0.978,0.55
34361,11,1,Czech republic;Prague,13.10.2016,139,0.978,0.55
34362,4,5,Germany;Berlin,13.10.2016,138,0.978,0.55
34363,10,5,Germany;Berlin,13.10.2016,138,0.978,0.55
34364,11,2,Denmark;Copenhagen,13.10.2016,135,0.978,0.55
34365,6,7,Germany;Frankfurt,13.10.2016,135,0.978,0.55
34366,5,3,Czech republic;Brno,13.10.2016,133,0.978,0.55
34367,11,5,Germany;Berlin,13.10.2016,133,0.978,0.55
34368,1,6,Germany;Dresden,13.10.2016,132,0.978,0.55
34369,6,3,Czech republic;Brno,13.10.2016,131,0.978,0.55
34370,4,5,Germany;Berlin,13.10.2016,129,0.978,0.55
34371,8,6,Germany;Dresden,13.10.2016,128,0.978,0.55
34372,9,5,Germany;Berlin,13.10.2016,126,0.978,0.55
34373,4,6,Germany;Dresden,13.10.2016,126,0.978,0.55
34374,8,1,Czech republic;Prague,13.10.2016,125,0.978,0.55
34375,3,2,Denmark;Copenhagen,13.10.2016,124,0.978,0.55
34376,1,7,Germany;Frankfurt,13.10.2016,120,0.978,0.55
34377,2,3,Czech republic;Brno,13.10.2016,116,0.978,0.55
34378,10,6,Germany;Dresden,13.10.2016,113,0.978,0.55
34379,4,6,Germany;Dresden,13.10.2016,109,0.978,0.55
34380,8,5,Germany;Berlin,13.10.2016,109,0.978,0.55
34381,10,2,Denmark;Copenhagen,13.10.2016,106,0.978,0.55
34382,2,1,Czech republic;Prague,13.10.2016,104,0.978,0.55
34383,7,4,Germany;Frankfurt,13.10.2016,102,0.978,0.55
34384,10,7,Germany;Frankfurt,13.10.2016,90,0.978,0.4
34385,1,7,Germany;Frankfurt,13.10.2016,89,0.978,0.4
34386,10,6,Germany;Dresden,13.10.2016,86,0.978,0.4
34387,11,5,Germany;Berlin,13.10.2016,85,0.978,0.4
34388,8,5,Germany;Berlin,13.10.2016,83,0.978,0.4
34389,5,5,Germany;Berlin,13.10.2016,82,0.978,0.4
34390,4,6,Germany;Dresden,13.10.2016,80,0.978,0.4
34391,9,5,Germany;Berlin,13.10.2016,80,0.978,0.4
34392,10,5,Germany;Berlin,13.10.2016,77,0.978,0.4
34393,11,3,Czech republic;Ostrava,13.10.2016,76,0.978,0.4
34394,5,4,Germany;Frankfurt,13.10.2016,76,0.978,0.4
34395,4,6,Germany;Dresden,13.10.2016,71,0.978,0.15
34396,3,7,Germany;Frankfurt,13.10.2016,70,0.978,0.15
34397,11,5,Germany;Berlin,13.10.2016,67,0.978,0.15
34398,5,7,Germany;Frankfurt,13.10.2016,62,0.978,0.15
34399,4,6,Germany;Dresden,13.10.2016,62,0.978,0.15
34400,4,2,Denmark;Copenhagen,13.10.2016,60,0.978,0.15
34401,5,5,Germany;Berlin,13.10.2016,57,0.978,0.15
34402,5,5,Germany;Berlin,13.10.2016,55,0.978,0.15
34403,8,5,Germany;Berlin,13.10.2016,54,0.978,0.15
34404,1,5,Germany;Berlin,13.10.2016,52,0.978,0.15
34405,11,3,Czech republic;Ostrava,13.10.2016,50,0.978,0.15
34406,10,4,Germany;Frankfurt,13.10.2016,48,0.978,0.15
34407,9,6,Germany;Dresden,13.10.2016,48,0.978,0.15
34408,7,7,Germany;Frankfurt,13.10.2016,39,0.978,0.15
34409,3,4,Germany;Frankfurt,13.10.2016,34,0.978,0.15
34410,10,5,Germany;Berlin,13.10.2016,31,0.978,0.15
34411,11,4,Germany;Frankfurt,13.10.2016,25,0.978,0.01
34412,1,7,Germany;Frankfurt,13.10.2016,23,0.978,0.01
34413,1,1,Czech republic;Prague,13.10.2016,18,0.978,0.01
34414,11,3,Czech republic;Ostrava,13.10.2016,15,0.978,0.01
34415,9,7,Germany;Frankfurt,13.10.2016,3,0.978,0
34416,1,7,Germany;Frankfurt,14.10.2016,146,0.982,0.55
34417,6,7,Germany;Frankfurt,14.10.2016,141,0.982,0.55
34418,6,7,Germany;Frankfurt,14.10.2016,140,0.982,0.55
34419,11,5,Germany;Berlin,14.10.2016,138,0.982,0.55
34420,6,2,Denmark;Copenhagen,14.10.2016,135,0.982,0.55
34421,10,5,Germany;Berlin,14.10.2016,116,0.982,0.55
34422,2,3,Czech republic;Brno,14.10.2016,115,0.982,0.55
34423,4,5,Germany;Berlin,14.10.2016,114,0.982,0.55
34424,4,7,Germany;Frankfurt,14.10.2016,112,0.982,0.55
34425,1,2,Denmark;Copenhagen,14.10.2016,111,0.982,0.55
34426,11,7,Germany;Frankfurt,14.10.2016,110,0.982,0.55
34427,4,5,Germany;Berlin,14.10.2016,107,0.982,0.55
34428,9,4,Germany;Frankfurt,14.10.2016,99,0.982,0.4
34429,7,1,Czech republic;Prague,14.10.2016,98,0.982,0.4
34430,10,5,Germany;Berlin,14.10.2016,97,0.982,0.4
34431,7,5,Germany;Berlin,14.10.2016,90,0.982,0.4
34432,11,5,Germany;Berlin,14.10.2016,90,0.982,0.4
34433,9,5,Germany;Berlin,14.10.2016,89,0.982,0.4
34434,5,7,Germany;Frankfurt,14.10.2016,84,0.982,0.4
34435,8,7,Germany;Frankfurt,14.10.2016,82,0.982,0.4
34436,11,7,Germany;Frankfurt,14.10.2016,74,0.982,0.15
34437,8,1,Czech republic;Prague,14.10.2016,72,0.982,0.15
34438,2,7,Germany;Frankfurt,14.10.2016,72,0.982,0.15
34439,2,5,Germany;Berlin,14.10.2016,67,0.982,0.15
34440,9,2,Denmark;Copenhagen,14.10.2016,65,0.982,0.15
34441,4,5,Germany;Berlin,14.10.2016,62,0.982,0.15
34442,4,1,Czech republic;Prague,14.10.2016,59,0.982,0.15
34443,2,2,Denmark;Copenhagen,14.10.2016,58,0.982,0.15
34444,7,5,Germany;Berlin,14.10.2016,56,0.982,0.15
34445,6,5,Germany;Berlin,14.10.2016,51,0.982,0.15
34446,6,5,Germany;Berlin,14.10.2016,46,0.982,0.15
34447,6,5,Germany;Berlin,14.10.2016,42,0.982,0.15
34448,5,5,Germany;Berlin,14.10.2016,42,0.982,0.15
34449,11,7,Germany;Frankfurt,14.10.2016,39,0.982,0.15
34450,4,5,Germany;Berlin,14.10.2016,38,0.982,0.15
34451,11,5,Germany;Berlin,14.10.2016,30,0.982,0.15
34452,8,2,Denmark;Copenhagen,14.10.2016,29,0.982,0.15
34453,5,5,Germany;Berlin,14.10.2016,25,0.982,0.01
34454,10,6,Germany;Dresden,14.10.2016,25,0.982,0.01
34455,3,7,Germany;Frankfurt,14.10.2016,23,0.982,0.01
34456,2,3,Czech republic;Brno,14.10.2016,15,0.982,0.01
34457,2,3,Czech republic;Brno,14.10.2016,13,0.982,0.01
34458,5,7,Germany;Frankfurt,14.10.2016,13,0.982,0.01
34459,4,4,Germany;Frankfurt,14.10.2016,9,0.982,0
34460,6,5,Germany;Berlin,14.10.2016,8,0.982,0
34461,5,4,Germany;Frankfurt,14.10.2016,8,0.982,0
34462,10,7,Germany;Frankfurt,14.10.2016,5,0.982,0
34463,5,4,Germany;Frankfurt,14.10.2016,4,0.982,0
34464,6,5,Germany;Berlin,15.10.2016,150,0.979,0.55
34465,8,5,Germany;Berlin,15.10.2016,149,0.979,0.55
34466,2,4,Germany;Frankfurt,15.10.2016,146,0.979,0.55
34467,10,5,Germany;Berlin,15.10.2016,146,0.979,0.55
34468,10,3,Czech republic;Ostrava,15.10.2016,137,0.979,0.55
34469,7,5,Germany;Berlin,15.10.2016,137,0.979,0.55
34470,6,1,Czech republic;Prague,15.10.2016,137,0.979,0.55
34471,7,7,Germany;Frankfurt,15.10.2016,134,0.979,0.55
34472,6,3,Czech republic;Brno,15.10.2016,133,0.979,0.55
34473,4,3,Czech republic;Brno,15.10.2016,131,0.979,0.55
34474,6,5,Germany;Berlin,15.10.2016,123,0.979,0.55
34475,3,5,Germany;Berlin,15.10.2016,118,0.979,0.55
34476,2,1,Czech republic;Prague,15.10.2016,109,0.979,0.55
34477,5,6,Germany;Dresden,15.10.2016,108,0.979,0.55
34478,4,4,Germany;Frankfurt,15.10.2016,108,0.979,0.55
34479,1,5,Germany;Berlin,15.10.2016,104,0.979,0.55
34480,11,7,Germany;Frankfurt,15.10.2016,102,0.979,0.55
34481,10,4,Germany;Frankfurt,15.10.2016,99,0.979,0.4
34482,2,1,Czech republic;Prague,15.10.2016,98,0.979,0.4
34483,3,4,Germany;Frankfurt,15.10.2016,96,0.979,0.4
34484,3,5,Germany;Berlin,15.10.2016,95,0.979,0.4
34485,6,1,Czech republic;Prague,15.10.2016,90,0.979,0.4
34486,3,5,Germany;Berlin,15.10.2016,89,0.979,0.4
34487,9,5,Germany;Berlin,15.10.2016,80,0.979,0.4
34488,2,6,Germany;Dresden,15.10.2016,76,0.979,0.4
34489,6,1,Czech republic;Prague,15.10.2016,74,0.979,0.15
34490,10,5,Germany;Berlin,15.10.2016,71,0.979,0.15
34491,3,5,Germany;Berlin,15.10.2016,70,0.979,0.15
34492,2,7,Germany;Frankfurt,15.10.2016,67,0.979,0.15
34493,11,5,Germany;Berlin,15.10.2016,66,0.979,0.15
34494,9,5,Germany;Berlin,15.10.2016,65,0.979,0.15
34495,3,5,Germany;Berlin,15.10.2016,64,0.979,0.15
34496,4,5,Germany;Berlin,15.10.2016,59,0.979,0.15
34497,3,5,Germany;Berlin,15.10.2016,58,0.979,0.15
34498,4,5,Germany;Berlin,15.10.2016,54,0.979,0.15
34499,1,7,Germany;Frankfurt,15.10.2016,49,0.979,0.15
34500,1,6,Germany;Dresden,15.10.2016,48,0.979,0.15
34501,3,4,Germany;Frankfurt,15.10.2016,48,0.979,0.15
34502,1,3,Czech republic;Brno,15.10.2016,42,0.979,0.15
34503,7,3,Czech republic;Ostrava,15.10.2016,38,0.979,0.15
34504,9,7,Germany;Frankfurt,15.10.2016,38,0.979,0.15
34505,1,5,Germany;Berlin,15.10.2016,36,0.979,0.15
34506,4,2,Denmark;Copenhagen,15.10.2016,34,0.979,0.15
34507,4,5,Germany;Berlin,15.10.2016,26,0.979,0.15
34508,9,2,Denmark;Copenhagen,15.10.2016,21,0.979,0.01
34509,8,3,Czech republic;Ostrava,15.10.2016,19,0.979,0.01
34510,1,7,Germany;Frankfurt,15.10.2016,16,0.979,0.01
34511,10,5,Germany;Berlin,15.10.2016,14,0.979,0.01
34512,9,2,Denmark;Copenhagen,15.10.2016,12,0.979,0.01
34513,5,7,Germany;Frankfurt,15.10.2016,12,0.979,0.01
34514,10,2,Denmark;Copenhagen,15.10.2016,11,0.979,0.01
34515,11,6,Germany;Dresden,15.10.2016,11,0.979,0.01
34516,1,2,Denmark;Copenhagen,15.10.2016,10,0.979,0
34517,6,5,Germany;Berlin,15.10.2016,6,0.979,0
34518,3,6,Germany;Dresden,15.10.2016,2,0.979,0
34519,2,4,Germany;Frankfurt,18.10.2016,145,0.985,0.55
34520,10,4,Germany;Frankfurt,18.10.2016,140,0.985,0.55
34521,6,7,Germany;Frankfurt,18.10.2016,140,0.985,0.55
34522,11,7,Germany;Frankfurt,18.10.2016,136,0.985,0.55
34523,1,6,Germany;Dresden,18.10.2016,135,0.985,0.55
34524,6,5,Germany;Berlin,18.10.2016,134,0.985,0.55
34525,7,7,Germany;Frankfurt,18.10.2016,133,0.985,0.55
34526,7,4,Germany;Frankfurt,18.10.2016,131,0.985,0.55
34527,1,1,Czech republic;Prague,18.10.2016,129,0.985,0.55
34528,6,5,Germany;Berlin,18.10.2016,129,0.985,0.55
34529,7,5,Germany;Berlin,18.10.2016,128,0.985,0.55
34530,7,7,Germany;Frankfurt,18.10.2016,126,0.985,0.55
34531,5,5,Germany;Berlin,18.10.2016,122,0.985,0.55
34532,6,5,Germany;Berlin,18.10.2016,122,0.985,0.55
34533,7,7,Germany;Frankfurt,18.10.2016,122,0.985,0.55
34534,11,5,Germany;Berlin,18.10.2016,118,0.985,0.55
34535,9,4,Germany;Frankfurt,18.10.2016,111,0.985,0.55
34536,11,5,Germany;Berlin,18.10.2016,107,0.985,0.55
34537,9,5,Germany;Berlin,18.10.2016,107,0.985,0.55
34538,10,7,Germany;Frankfurt,18.10.2016,104,0.985,0.55
34539,8,1,Czech republic;Prague,18.10.2016,103,0.985,0.55
34540,4,1,Czech republic;Prague,18.10.2016,100,0.985,0.55
34541,11,5,Germany;Berlin,18.10.2016,95,0.985,0.4
34542,10,5,Germany;Berlin,18.10.2016,91,0.985,0.4
34543,4,7,Germany;Frankfurt,18.10.2016,90,0.985,0.4
34544,11,5,Germany;Berlin,18.10.2016,89,0.985,0.4
34545,1,5,Germany;Berlin,18.10.2016,89,0.985,0.4
34546,11,7,Germany;Frankfurt,18.10.2016,86,0.985,0.4
34547,5,5,Germany;Berlin,18.10.2016,80,0.985,0.4
34548,3,5,Germany;Berlin,18.10.2016,78,0.985,0.4
34549,4,2,Denmark;Copenhagen,18.10.2016,75,0.985,0.15
34550,1,4,Germany;Frankfurt,18.10.2016,72,0.985,0.15
34551,6,7,Germany;Frankfurt,18.10.2016,71,0.985,0.15
34552,10,5,Germany;Berlin,18.10.2016,70,0.985,0.15
34553,7,5,Germany;Berlin,18.10.2016,67,0.985,0.15
34554,2,4,Germany;Frankfurt,18.10.2016,63,0.985,0.15
34555,8,5,Germany;Berlin,18.10.2016,63,0.985,0.15
34556,6,3,Czech republic;Brno,18.10.2016,55,0.985,0.15
34557,6,5,Germany;Berlin,18.10.2016,54,0.985,0.15
34558,11,5,Germany;Berlin,18.10.2016,49,0.985,0.15
34559,9,5,Germany;Berlin,18.10.2016,45,0.985,0.15
34560,5,6,Germany;Dresden,18.10.2016,40,0.985,0.15
34561,9,5,Germany;Berlin,18.10.2016,31,0.985,0.15
34562,9,6,Germany;Dresden,18.10.2016,29,0.985,0.15
34563,4,7,Germany;Frankfurt,18.10.2016,26,0.985,0.15
34564,9,5,Germany;Berlin,18.10.2016,25,0.985,0.01
34565,8,2,Denmark;Copenhagen,18.10.2016,24,0.985,0.01
34566,7,1,Czech republic;Prague,18.10.2016,24,0.985,0.01
34567,6,6,Germany;Dresden,18.10.2016,23,0.985,0.01
34568,3,7,Germany;Frankfurt,18.10.2016,19,0.985,0.01
34569,6,7,Germany;Frankfurt,18.10.2016,18,0.985,0.01
34570,8,4,Germany;Frankfurt,18.10.2016,18,0.985,0.01
34571,7,5,Germany;Berlin,18.10.2016,17,0.985,0.01
34572,11,2,Denmark;Copenhagen,18.10.2016,15,0.985,0.01
34573,3,5,Germany;Berlin,18.10.2016,14,0.985,0.01
34574,10,3,Czech republic;Ostrava,18.10.2016,13,0.985,0.01
34575,10,2,Denmark;Copenhagen,18.10.2016,8,0.985,0
34576,11,5,Germany;Berlin,18.10.2016,5,0.985,0
34577,4,6,Germany;Dresden,18.10.2016,3,0.985,0
34578,8,7,Germany;Frankfurt,18.10.2016,1,0.985,0
34579,9,2,Denmark;Copenhagen,18.10.2016,1,0.985,0
34580,11,4,Germany;Frankfurt,19.10.2016,142,0.98,0.55
34581,8,5,Germany;Berlin,19.10.2016,140,0.98,0.55
34582,6,2,Denmark;Copenhagen,19.10.2016,139,0.98,0.55
34583,6,7,Germany;Frankfurt,19.10.2016,132,0.98,0.55
34584,9,3,Czech republic;Ostrava,19.10.2016,129,0.98,0.55
34585,7,6,Germany;Dresden,19.10.2016,128,0.98,0.55
34586,11,7,Germany;Frankfurt,19.10.2016,124,0.98,0.55
34587,8,1,Czech republic;Prague,19.10.2016,121,0.98,0.55
34588,9,6,Germany;Dresden,19.10.2016,121,0.98,0.55
34589,10,7,Germany;Frankfurt,19.10.2016,117,0.98,0.55
34590,5,1,Czech republic;Prague,19.10.2016,117,0.98,0.55
34591,9,5,Germany;Berlin,19.10.2016,115,0.98,0.55
34592,9,2,Denmark;Copenhagen,19.10.2016,113,0.98,0.55
34593,6,5,Germany;Berlin,19.10.2016,112,0.98,0.55
34594,4,5,Germany;Berlin,19.10.2016,111,0.98,0.55
34595,9,5,Germany;Berlin,19.10.2016,107,0.98,0.55
34596,1,5,Germany;Berlin,19.10.2016,107,0.98,0.55
34597,8,1,Czech republic;Prague,19.10.2016,106,0.98,0.55
34598,6,7,Germany;Frankfurt,19.10.2016,105,0.98,0.55
34599,6,6,Germany;Dresden,19.10.2016,103,0.98,0.55
34600,1,7,Germany;Frankfurt,19.10.2016,102,0.98,0.55
34601,2,7,Germany;Frankfurt,19.10.2016,100,0.98,0.55
34602,7,7,Germany;Frankfurt,19.10.2016,99,0.98,0.4
34603,9,5,Germany;Berlin,19.10.2016,94,0.98,0.4
34604,8,5,Germany;Berlin,19.10.2016,94,0.98,0.4
34605,4,4,Germany;Frankfurt,19.10.2016,92,0.98,0.4
34606,5,7,Germany;Frankfurt,19.10.2016,92,0.98,0.4
34607,8,5,Germany;Berlin,19.10.2016,88,0.98,0.4
34608,2,5,Germany;Berlin,19.10.2016,85,0.98,0.4
34609,4,7,Germany;Frankfurt,19.10.2016,85,0.98,0.4
34610,8,7,Germany;Frankfurt,19.10.2016,82,0.98,0.4
34611,9,3,Czech republic;Ostrava,19.10.2016,75,0.98,0.15
34612,11,5,Germany;Berlin,19.10.2016,74,0.98,0.15
34613,7,7,Germany;Frankfurt,19.10.2016,72,0.98,0.15
34614,4,4,Germany;Frankfurt,19.10.2016,66,0.98,0.15
34615,7,5,Germany;Berlin,19.10.2016,65,0.98,0.15
34616,10,5,Germany;Berlin,19.10.2016,63,0.98,0.15
34617,3,5,Germany;Berlin,19.10.2016,61,0.98,0.15
34618,11,5,Germany;Berlin,19.10.2016,60,0.98,0.15
34619,10,4,Germany;Frankfurt,19.10.2016,55,0.98,0.15
34620,7,6,Germany;Dresden,19.10.2016,53,0.98,0.15
34621,4,5,Germany;Berlin,19.10.2016,46,0.98,0.15
34622,8,4,Germany;Frankfurt,19.10.2016,36,0.98,0.15
34623,6,5,Germany;Berlin,19.10.2016,33,0.98,0.15
34624,10,5,Germany;Berlin,19.10.2016,31,0.98,0.15
34625,1,1,Czech republic;Prague,19.10.2016,23,0.98,0.01
34626,10,7,Germany;Frankfurt,19.10.2016,19,0.98,0.01
34627,9,7,Germany;Frankfurt,19.10.2016,15,0.98,0.01
34628,10,5,Germany;Berlin,19.10.2016,12,0.98,0.01
34629,11,5,Germany;Berlin,19.10.2016,9,0.98,0
34630,11,2,Denmark;Copenhagen,19.10.2016,6,0.98,0
34631,8,4,Germany;Frankfurt,19.10.2016,4,0.98,0
34632,1,5,Germany;Berlin,19.10.2016,1,0.98,0
34633,8,7,Germany;Frankfurt,20.10.2016,150,0.981,0.55
34634,6,5,Germany;Berlin,20.10.2016,150,0.981,0.55
34635,2,4,Germany;Frankfurt,20.10.2016,149,0.981,0.55
34636,9,5,Germany;Berlin,20.10.2016,149,0.981,0.55
34637,8,5,Germany;Berlin,20.10.2016,149,0.981,0.55
34638,8,5,Germany;Berlin,20.10.2016,148,0.981,0.55
34639,4,5,Germany;Berlin,20.10.2016,146,0.981,0.55
34640,7,5,Germany;Berlin,20.10.2016,142,0.981,0.55
34641,11,5,Germany;Berlin,20.10.2016,137,0.981,0.55
34642,2,5,Germany;Berlin,20.10.2016,136,0.981,0.55
34643,11,5,Germany;Berlin,20.10.2016,133,0.981,0.55
34644,11,5,Germany;Berlin,20.10.2016,131,0.981,0.55
34645,4,5,Germany;Berlin,20.10.2016,130,0.981,0.55
34646,3,7,Germany;Frankfurt,20.10.2016,129,0.981,0.55
34647,2,1,Czech republic;Prague,20.10.2016,127,0.981,0.55
34648,5,7,Germany;Frankfurt,20.10.2016,118,0.981,0.55
34649,5,7,Germany;Frankfurt,20.10.2016,110,0.981,0.55
34650,8,5,Germany;Berlin,20.10.2016,109,0.981,0.55
34651,10,6,Germany;Dresden,20.10.2016,106,0.981,0.55
34652,9,3,Czech republic;Ostrava,20.10.2016,101,0.981,0.55
34653,11,6,Germany;Dresden,20.10.2016,100,0.981,0.55
34654,11,6,Germany;Dresden,20.10.2016,96,0.981,0.4
34655,1,4,Germany;Frankfurt,20.10.2016,95,0.981,0.4
34656,4,6,Germany;Dresden,20.10.2016,86,0.981,0.4
34657,7,7,Germany;Frankfurt,20.10.2016,85,0.981,0.4
34658,10,7,Germany;Frankfurt,20.10.2016,79,0.981,0.4
34659,11,7,Germany;Frankfurt,20.10.2016,76,0.981,0.4
34660,10,5,Germany;Berlin,20.10.2016,76,0.981,0.4
34661,1,6,Germany;Dresden,20.10.2016,75,0.981,0.15
34662,5,3,Czech republic;Brno,20.10.2016,73,0.981,0.15
34663,2,5,Germany;Berlin,20.10.2016,62,0.981,0.15
34664,4,4,Germany;Frankfurt,20.10.2016,59,0.981,0.15
34665,11,7,Germany;Frankfurt,20.10.2016,58,0.981,0.15
34666,9,5,Germany;Berlin,20.10.2016,57,0.981,0.15
34667,3,7,Germany;Frankfurt,20.10.2016,53,0.981,0.15
34668,9,5,Germany;Berlin,20.10.2016,50,0.981,0.15
34669,7,5,Germany;Berlin,20.10.2016,47,0.981,0.15
34670,4,5,Germany;Berlin,20.10.2016,47,0.981,0.15
34671,6,7,Germany;Frankfurt,20.10.2016,46,0.981,0.15
34672,1,7,Germany;Frankfurt,20.10.2016,45,0.981,0.15
34673,6,5,Germany;Berlin,20.10.2016,45,0.981,0.15
34674,4,4,Germany;Frankfurt,20.10.2016,43,0.981,0.15
34675,9,6,Germany;Dresden,20.10.2016,42,0.981,0.15
34676,2,3,Czech republic;Brno,20.10.2016,38,0.981,0.15
34677,10,4,Germany;Frankfurt,20.10.2016,33,0.981,0.15
34678,4,4,Germany;Frankfurt,20.10.2016,33,0.981,0.15
34679,11,2,Denmark;Copenhagen,20.10.2016,32,0.981,0.15
34680,9,4,Germany;Frankfurt,20.10.2016,31,0.981,0.15
34681,11,7,Germany;Frankfurt,20.10.2016,27,0.981,0.15
34682,11,3,Czech republic;Ostrava,20.10.2016,26,0.981,0.15
34683,5,5,Germany;Berlin,20.10.2016,23,0.981,0.01
34684,4,2,Denmark;Copenhagen,20.10.2016,19,0.981,0.01
34685,6,7,Germany;Frankfurt,20.10.2016,18,0.981,0.01
34686,3,6,Germany;Dresden,20.10.2016,15,0.981,0.01
34687,6,1,Czech republic;Prague,20.10.2016,15,0.981,0.01
34688,4,7,Germany;Frankfurt,20.10.2016,9,0.981,0
34689,7,7,Germany;Frankfurt,20.10.2016,9,0.981,0
34690,10,5,Germany;Berlin,20.10.2016,4,0.981,0
34691,6,5,Germany;Berlin,20.10.2016,1,0.981,0
34692,10,5,Germany;Berlin,21.10.2016,146,0.975,0.55
