fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
36943,10,7,Germany;Frankfurt,1.10.2017,60,0.99,0.35
49719,10,1,Czech republic;Prague,19.1.2017,25,0.967,0.25
49720,7,1,Czech republic;Prague,29.9.2017,40,0.989,0.25
49721,1,6,Germany;Dresden,17.10.2017,79,0.991,0.4
49722,11,7,Germany;Frankfurt,12.12.2017,9,0.998,0
49723,11,5,Germany;Berlin,18.12.2017,49,0.998,0.25
49724,5,3,Czech republic;Brno,16.6.2017,71,0.982,0.35
49725,6,2,Denmark;Copenhagen,7.1.2017,158,0.961,0.55
49726,4,6,Germany;Dresden,15.10.2017,28,0.992,0.25
49727,11,7,Germany;Frankfurt,30.10.2017,50,0.992,0.35
49728,1,4,Germany;Frankfurt,11.6.2017,85,0.979,0.4
49729,4,5,Germany;Berlin,21.2.2017,84,0.969,0.4
49730,10,1,Czech republic;Prague,16.11.2017,48,0.994,0.25
49731,3,1,Czech republic;Prague,8.3.2017,40,0.967,0.25
49732,1,7,Germany;Frankfurt,18.8.2017,30,0.985,0.25
49733,10,5,Germany;Berlin,18.6.2017,156,0.98,0.55
49734,7,5,Germany;Berlin,11.9.2017,41,0.987,0.25
49735,2,1,Czech republic;Prague,13.3.2017,32,0.972,0.25
49736,6,3,Czech republic;Brno,5.9.2017,86,0.988,0.4
49737,7,2,Denmark;Copenhagen,7.6.2017,39,0.977,0.25
49738,2,4,Germany;Frankfurt,5.4.2017,97,0.968,0.4
49739,11,3,Czech republic;Ostrava,11.9.2017,97,0.987,0.4
49740,1,1,Czech republic;Prague,24.8.2017,45,0.987,0.25
49741,7,3,Czech republic;Ostrava,28.12.2017,144,0.999,0.5
49742,10,6,Germany;Dresden,13.3.2017,93,0.972,0.4
49743,10,6,Germany;Dresden,27.4.2017,15,0.976,0.05
49744,5,3,Czech republic;Brno,6.5.2017,29,0.976,0.25
49745,11,6,Germany;Dresden,29.6.2017,30,0.978,0.25
49746,10,7,Germany;Frankfurt,11.11.2017,70,0.993,0.35
49747,9,3,Czech republic;Ostrava,29.6.2017,94,0.978,0.4
49748,4,5,Germany;Berlin,6.6.2017,96,0.975,0.4
49749,11,4,Germany;Frankfurt,7.4.2017,50,0.971,0.35
49750,11,4,Germany;Frankfurt,29.6.2017,45,0.978,0.25
49751,10,7,Germany;Frankfurt,6.10.2017,61,0.99,0.35
49752,5,5,Germany;Berlin,29.7.2017,46,0.984,0.25
49753,9,3,Czech republic;Ostrava,12.1.2017,77,0.962,0.4
49754,5,4,Germany;Frankfurt,27.7.2017,45,0.982,0.25
49755,4,2,Denmark;Copenhagen,9.10.2017,36,0.992,0.25
49756,11,4,Germany;Frankfurt,16.7.2017,46,0.982,0.25
49757,1,1,Czech republic;Prague,21.5.2017,33,0.974,0.25
49758,10,7,Germany;Frankfurt,23.8.2017,46,0.986,0.25
49759,1,6,Germany;Dresden,19.3.2017,14,0.97,0.05
49760,6,3,Czech republic;Brno,29.11.2017,42,0.996,0.25
49761,11,4,Germany;Frankfurt,3.11.2017,48,0.994,0.25
49762,10,5,Germany;Berlin,6.5.2017,78,0.976,0.4
49763,5,5,Germany;Berlin,22.3.2017,70,0.971,0.35
49764,10,3,Czech republic;Ostrava,7.1.2017,165,0.961,0.55
49765,5,2,Denmark;Copenhagen,16.9.2017,48,0.989,0.25
49766,3,2,Denmark;Copenhagen,9.11.2017,24,0.994,0.2
49767,9,5,Germany;Berlin,26.5.2017,62,0.979,0.35
49768,9,7,Germany;Frankfurt,7.6.2017,20,0.977,0.2
49769,9,4,Germany;Frankfurt,22.10.2017,82,0.992,0.4
49770,2,6,Germany;Dresden,12.7.2017,168,0.979,0.55
49771,5,7,Germany;Frankfurt,3.5.2017,33,0.972,0.25
49772,2,1,Czech republic;Prague,9.4.2017,35,0.974,0.25
49773,8,2,Denmark;Copenhagen,26.2.2017,104,0.962,0.5
49774,3,2,Denmark;Copenhagen,22.4.2017,38,0.976,0.25
49775,3,7,Germany;Frankfurt,29.12.2017,82,0.999,0.4
49776,3,4,Germany;Frankfurt,26.1.2017,59,0.967,0.35
49777,3,3,Czech republic;Brno,20.2.2017,77,0.971,0.4
49778,8,2,Denmark;Copenhagen,3.2.2017,156,0.963,0.55
49779,8,2,Denmark;Copenhagen,23.2.2017,49,0.965,0.25
49780,3,4,Germany;Frankfurt,27.7.2017,27,0.982,0.25
49781,1,6,Germany;Dresden,5.11.2017,36,0.994,0.25
49782,5,7,Germany;Frankfurt,16.10.2017,37,0.992,0.25
49783,4,6,Germany;Dresden,4.5.2017,181,0.973,0.6
49784,7,5,Germany;Berlin,31.3.2017,78,0.971,0.4
49785,9,6,Germany;Dresden,29.9.2017,61,0.989,0.35
49786,10,2,Denmark;Copenhagen,27.3.2017,31,0.97,0.25
49787,3,2,Denmark;Copenhagen,28.1.2017,81,0.967,0.4
49788,10,7,Germany;Frankfurt,8.9.2017,87,0.988,0.4
49789,3,7,Germany;Frankfurt,15.1.2017,31,0.964,0.25
49790,4,5,Germany;Berlin,31.10.2017,30,0.993,0.25
49791,3,5,Germany;Berlin,30.7.2017,89,0.984,0.4
49792,5,7,Germany;Frankfurt,13.10.2017,2,0.991,0
49793,10,6,Germany;Dresden,4.6.2017,68,0.976,0.35
49794,4,2,Denmark;Copenhagen,16.4.2017,129,0.97,0.5
49795,1,4,Germany;Frankfurt,15.2.2017,43,0.96,0.25
49796,3,2,Denmark;Copenhagen,18.7.2017,70,0.98,0.35
49797,10,6,Germany;Dresden,24.12.2017,33,0.999,0.25
49798,3,2,Denmark;Copenhagen,4.7.2017,68,0.98,0.35
49799,4,1,Czech republic;Prague,23.6.2017,46,0.978,0.25
49800,10,1,Czech republic;Prague,11.4.2017,165,0.968,0.55
49801,7,2,Denmark;Copenhagen,10.11.2017,100,0.994,0.5
49802,4,4,Germany;Frankfurt,26.11.2017,89,0.996,0.4
49803,1,5,Germany;Berlin,28.8.2017,91,0.984,0.4
49804,3,5,Germany;Berlin,21.6.2017,15,0.98,0.05
49805,3,2,Denmark;Copenhagen,14.12.2017,33,0.998,0.25
49806,6,1,Czech republic;Prague,14.8.2017,40,0.985,0.25
49807,3,3,Czech republic;Brno,25.3.2017,125,0.966,0.5
49808,10,2,Denmark;Copenhagen,5.5.2017,103,0.974,0.5
49809,1,3,Czech republic;Brno,26.1.2017,48,0.967,0.25
49810,9,6,Germany;Dresden,3.11.2017,84,0.994,0.4
49811,5,1,Czech republic;Prague,5.10.2017,31,0.989,0.25
49812,5,7,Germany;Frankfurt,14.12.2017,78,0.998,0.4
49813,9,3,Czech republic;Ostrava,20.11.2017,26,0.995,0.25
49814,3,5,Germany;Berlin,10.9.2017,40,0.988,0.25
49815,7,3,Czech republic;Ostrava,17.7.2017,105,0.983,0.5
49816,11,4,Germany;Frankfurt,23.1.2017,93,0.96,0.4
49817,9,7,Germany;Frankfurt,31.8.2017,75,0.985,0.4
49818,7,3,Czech republic;Ostrava,27.11.2017,51,0.996,0.35
49819,8,3,Czech republic;Ostrava,27.9.2017,40,0.989,0.25
49820,10,3,Czech republic;Ostrava,4.7.2017,59,0.98,0.35
49821,4,1,Czech republic;Prague,26.6.2017,46,0.981,0.25
49822,3,1,Czech republic;Prague,7.3.2017,37,0.97,0.25
49823,11,7,Germany;Frankfurt,10.12.2017,40,0.997,0.25
49824,4,5,Germany;Berlin,29.6.2017,31,0.978,0.25
49825,3,6,Germany;Dresden,15.11.2017,8,0.995,0
49826,10,5,Germany;Berlin,5.2.2017,36,0.97,0.25
49827,4,7,Germany;Frankfurt,18.10.2017,38,0.991,0.25
49828,10,1,Czech republic;Prague,15.2.2017,49,0.96,0.25
49829,10,6,Germany;Dresden,2.6.2017,39,0.974,0.25
49830,2,6,Germany;Dresden,5.1.2017,71,0.958,0.35
49831,1,4,Germany;Frankfurt,18.4.2017,66,0.975,0.35
49832,6,1,Czech republic;Prague,27.9.2017,95,0.989,0.4
49833,11,4,Germany;Frankfurt,24.6.2017,40,0.979,0.25
49834,5,7,Germany;Frankfurt,19.10.2017,126,0.992,0.5
49835,3,7,Germany;Frankfurt,18.1.2017,97,0.966,0.4
49836,5,3,Czech republic;Brno,1.2.2017,83,0.967,0.4
49837,1,2,Denmark;Copenhagen,29.1.2017,27,0.969,0.25
49838,4,5,Germany;Berlin,8.10.2017,68,0.991,0.35
49839,5,2,Denmark;Copenhagen,6.9.2017,175,0.988,0.6
49840,8,3,Czech republic;Ostrava,24.4.2017,76,0.975,0.4
49841,3,7,Germany;Frankfurt,28.6.2017,39,0.979,0.25
49842,9,5,Germany;Berlin,10.6.2017,17,0.981,0.05
49843,7,3,Czech republic;Ostrava,2.11.2017,31,0.994,0.25
49844,9,7,Germany;Frankfurt,12.7.2017,46,0.979,0.25
49845,9,2,Denmark;Copenhagen,31.12.2017,30,0.999,0.25
49846,8,5,Germany;Berlin,5.4.2017,35,0.968,0.25
49847,8,7,Germany;Frankfurt,14.10.2017,88,0.991,0.4
49848,2,2,Denmark;Copenhagen,5.7.2017,53,0.984,0.35
49849,1,3,Czech republic;Brno,20.3.2017,196,0.968,0.6
49850,5,1,Czech republic;Prague,24.6.2017,49,0.979,0.25
49851,8,6,Germany;Dresden,8.7.2017,61,0.982,0.35
49852,4,5,Germany;Berlin,23.1.2017,37,0.96,0.25
49853,10,6,Germany;Dresden,23.11.2017,26,0.996,0.25
49854,11,3,Czech republic;Ostrava,19.3.2017,78,0.97,0.4
49855,4,2,Denmark;Copenhagen,18.1.2017,75,0.966,0.4
49856,10,4,Germany;Frankfurt,13.6.2017,57,0.976,0.35
49857,11,4,Germany;Frankfurt,28.7.2017,92,0.98,0.4
49858,11,6,Germany;Dresden,25.12.2017,193,0.999,0.6
49859,9,2,Denmark;Copenhagen,28.4.2017,46,0.973,0.25
49860,11,2,Denmark;Copenhagen,19.5.2017,68,0.976,0.35
49861,4,6,Germany;Dresden,1.7.2017,132,0.978,0.5
49862,7,7,Germany;Frankfurt,20.5.2017,15,0.976,0.05
49863,6,5,Germany;Berlin,5.12.2017,47,0.997,0.25
49864,3,5,Germany;Berlin,15.11.2017,66,0.995,0.35
49865,3,4,Germany;Frankfurt,10.10.2017,50,0.989,0.35
49866,1,7,Germany;Frankfurt,13.7.2017,57,0.979,0.35
49867,1,4,Germany;Frankfurt,26.2.2017,31,0.962,0.25
49868,4,2,Denmark;Copenhagen,23.9.2017,54,0.989,0.35
49869,6,5,Germany;Berlin,5.6.2017,64,0.978,0.35
49870,2,5,Germany;Berlin,24.1.2017,64,0.962,0.35
49871,11,1,Czech republic;Prague,30.9.2017,89,0.988,0.4
49872,10,3,Czech republic;Ostrava,22.4.2017,37,0.976,0.25
49873,11,2,Denmark;Copenhagen,12.8.2017,71,0.983,0.35
49874,3,1,Czech republic;Prague,2.6.2017,39,0.974,0.25
49875,9,1,Czech republic;Prague,7.10.2017,86,0.991,0.4
49876,8,1,Czech republic;Prague,24.9.2017,123,0.99,0.5
49877,10,5,Germany;Berlin,27.12.2017,169,0.999,0.55
49878,10,7,Germany;Frankfurt,13.5.2017,38,0.978,0.25
49879,5,5,Germany;Berlin,15.7.2017,11,0.982,0.05
49880,3,3,Czech republic;Brno,7.10.2017,40,0.991,0.25
49881,3,2,Denmark;Copenhagen,14.6.2017,193,0.98,0.6
49882,11,2,Denmark;Copenhagen,12.4.2017,34,0.971,0.25
49883,6,1,Czech republic;Prague,28.6.2017,152,0.979,0.55
49884,2,7,Germany;Frankfurt,23.7.2017,47,0.983,0.25
49885,7,3,Czech republic;Ostrava,16.8.2017,46,0.986,0.25
49886,1,1,Czech republic;Prague,17.8.2017,178,0.984,0.6
49887,9,5,Germany;Berlin,30.6.2017,31,0.978,0.25
49888,3,5,Germany;Berlin,12.8.2017,47,0.983,0.25
49889,2,6,Germany;Dresden,14.5.2017,61,0.973,0.35
49890,5,6,Germany;Dresden,5.9.2017,149,0.988,0.5
49891,10,4,Germany;Frankfurt,28.3.2017,72,0.974,0.35
49892,4,2,Denmark;Copenhagen,25.4.2017,105,0.975,0.5
49893,9,3,Czech republic;Ostrava,28.2.2017,49,0.97,0.25
49894,3,5,Germany;Berlin,12.7.2017,71,0.979,0.35
49895,4,7,Germany;Frankfurt,12.3.2017,107,0.969,0.5
49896,3,7,Germany;Frankfurt,17.11.2017,40,0.995,0.25
49897,3,5,Germany;Berlin,11.1.2017,39,0.967,0.25
49898,11,3,Czech republic;Ostrava,9.2.2017,165,0.96,0.55
49899,5,1,Czech republic;Prague,17.8.2017,110,0.984,0.5
49900,1,1,Czech republic;Prague,24.4.2017,28,0.975,0.25
49901,2,1,Czech republic;Prague,13.9.2017,35,0.99,0.25
49902,9,1,Czech republic;Prague,22.6.2017,56,0.98,0.35
49903,8,3,Czech republic;Ostrava,3.8.2017,25,0.984,0.25
49904,11,5,Germany;Berlin,24.2.2017,78,0.971,0.4
49905,9,6,Germany;Dresden,26.8.2017,65,0.984,0.35
49906,3,2,Denmark;Copenhagen,26.8.2017,67,0.984,0.35
49907,8,4,Germany;Frankfurt,8.9.2017,165,0.988,0.55
49908,5,6,Germany;Dresden,12.5.2017,28,0.972,0.25
49909,5,3,Czech republic;Brno,14.11.2017,80,0.994,0.4
49910,1,1,Czech republic;Prague,18.9.2017,139,0.99,0.5
49911,7,4,Germany;Frankfurt,3.9.2017,85,0.985,0.4
49912,3,1,Czech republic;Prague,24.2.2017,111,0.971,0.5
49913,2,7,Germany;Frankfurt,8.12.2017,45,0.997,0.25
49914,7,1,Czech republic;Prague,14.5.2017,66,0.973,0.35
49915,8,1,Czech republic;Prague,11.2.2017,42,0.96,0.25
49916,7,4,Germany;Frankfurt,27.7.2017,75,0.982,0.4
49917,2,2,Denmark;Copenhagen,21.6.2017,72,0.98,0.35
49918,2,5,Germany;Berlin,14.4.2017,31,0.972,0.25
49919,8,2,Denmark;Copenhagen,7.8.2017,68,0.986,0.35
49920,5,7,Germany;Frankfurt,18.10.2017,157,0.991,0.55
49921,11,7,Germany;Frankfurt,22.10.2017,24,0.992,0.2
49922,5,7,Germany;Frankfurt,3.12.2017,39,0.997,0.25
49923,8,7,Germany;Frankfurt,4.4.2017,152,0.97,0.55
49924,2,7,Germany;Frankfurt,29.8.2017,98,0.988,0.4
49925,10,4,Germany;Frankfurt,8.8.2017,30,0.984,0.25
49926,8,3,Czech republic;Ostrava,19.5.2017,149,0.976,0.5
49927,2,6,Germany;Dresden,4.12.2017,104,0.997,0.5
49928,4,3,Czech republic;Brno,8.11.2017,79,0.993,0.4
49929,4,3,Czech republic;Brno,4.3.2017,94,0.964,0.4
49930,2,5,Germany;Berlin,25.7.2017,49,0.981,0.25
49931,9,2,Denmark;Copenhagen,10.11.2017,27,0.994,0.25
49932,2,7,Germany;Frankfurt,10.12.2017,94,0.997,0.4
49933,8,4,Germany;Frankfurt,7.11.2017,39,0.993,0.25
49934,5,3,Czech republic;Brno,12.6.2017,178,0.981,0.6
49935,1,5,Germany;Berlin,18.10.2017,103,0.991,0.5
49936,2,5,Germany;Berlin,3.11.2017,193,0.994,0.6
49937,5,4,Germany;Frankfurt,28.11.2017,128,0.996,0.5
49938,5,5,Germany;Berlin,12.7.2017,62,0.979,0.35
49939,1,7,Germany;Frankfurt,22.5.2017,171,0.975,0.55
49940,6,5,Germany;Berlin,12.6.2017,134,0.981,0.5
49941,1,7,Germany;Frankfurt,10.7.2017,44,0.981,0.25
49942,1,7,Germany;Frankfurt,10.1.2017,67,0.962,0.35
49943,1,4,Germany;Frankfurt,14.11.2017,9,0.994,0
49944,11,6,Germany;Dresden,18.3.2017,56,0.97,0.35
49945,3,3,Czech republic;Brno,1.8.2017,86,0.984,0.4
49946,11,5,Germany;Berlin,16.6.2017,29,0.982,0.25
49947,4,3,Czech republic;Brno,7.5.2017,66,0.977,0.35
49948,7,3,Czech republic;Ostrava,12.3.2017,36,0.969,0.25
49949,4,7,Germany;Frankfurt,22.4.2017,171,0.976,0.55
49950,10,1,Czech republic;Prague,8.5.2017,49,0.972,0.25
49951,6,3,Czech republic;Brno,13.3.2017,93,0.972,0.4
49952,10,7,Germany;Frankfurt,12.1.2017,188,0.962,0.6
49953,11,7,Germany;Frankfurt,18.8.2017,119,0.985,0.5
49954,9,4,Germany;Frankfurt,16.2.2017,89,0.97,0.4
49955,1,3,Czech republic;Brno,6.6.2017,41,0.975,0.25
49956,6,6,Germany;Dresden,30.8.2017,50,0.987,0.35
49957,11,3,Czech republic;Ostrava,28.11.2017,44,0.996,0.25
49958,6,3,Czech republic;Brno,25.10.2017,40,0.991,0.25
49959,6,3,Czech republic;Brno,23.2.2017,43,0.965,0.25
49960,2,3,Czech republic;Brno,13.2.2017,40,0.965,0.25
49961,8,2,Denmark;Copenhagen,27.10.2017,63,0.991,0.35
49962,4,1,Czech republic;Prague,24.7.2017,44,0.981,0.25
49963,7,2,Denmark;Copenhagen,11.6.2017,83,0.979,0.4
49964,4,6,Germany;Dresden,2.3.2017,113,0.968,0.5
49965,10,2,Denmark;Copenhagen,20.6.2017,58,0.977,0.35
49966,5,4,Germany;Frankfurt,6.10.2017,39,0.99,0.25
49967,5,4,Germany;Frankfurt,3.3.2017,44,0.972,0.25
49968,1,6,Germany;Dresden,17.3.2017,119,0.97,0.5
49969,9,3,Czech republic;Ostrava,7.2.2017,32,0.963,0.25
49970,11,1,Czech republic;Prague,15.11.2017,158,0.995,0.55
49971,6,4,Germany;Frankfurt,26.9.2017,48,0.989,0.25
49972,7,6,Germany;Dresden,20.7.2017,87,0.984,0.4
49973,6,7,Germany;Frankfurt,3.2.2017,93,0.963,0.4
49974,6,4,Germany;Frankfurt,31.1.2017,31,0.959,0.25
49975,11,2,Denmark;Copenhagen,24.1.2017,62,0.962,0.35
49976,5,1,Czech republic;Prague,14.7.2017,88,0.981,0.4
49977,4,4,Germany;Frankfurt,2.5.2017,55,0.969,0.35
49978,10,1,Czech republic;Prague,12.6.2017,53,0.981,0.35
49979,3,3,Czech republic;Brno,2.6.2017,84,0.974,0.4
49980,7,4,Germany;Frankfurt,29.10.2017,53,0.993,0.35
49981,5,2,Denmark;Copenhagen,3.7.2017,78,0.982,0.4
49982,4,7,Germany;Frankfurt,21.8.2017,74,0.987,0.35
49983,3,5,Germany;Berlin,29.12.2017,79,0.999,0.4
49984,9,3,Czech republic;Ostrava,10.4.2017,105,0.975,0.5
49985,7,3,Czech republic;Ostrava,14.5.2017,66,0.973,0.35
49986,11,3,Czech republic;Ostrava,31.1.2017,45,0.959,0.25
49987,7,2,Denmark;Copenhagen,15.8.2017,4,0.984,0
49988,7,7,Germany;Frankfurt,3.8.2017,97,0.984,0.4
49989,8,4,Germany;Frankfurt,1.9.2017,122,0.987,0.5
49990,11,6,Germany;Dresden,4.7.2017,39,0.98,0.25
49991,11,6,Germany;Dresden,6.8.2017,29,0.982,0.25
49992,5,6,Germany;Dresden,28.7.2017,35,0.98,0.25
49993,10,4,Germany;Frankfurt,21.11.2017,151,0.995,0.55
49994,10,2,Denmark;Copenhagen,20.3.2017,82,0.968,0.4
49995,4,2,Denmark;Copenhagen,25.1.2017,83,0.967,0.4
49996,10,6,Germany;Dresden,10.10.2017,67,0.989,0.35
49997,9,6,Germany;Dresden,31.12.2017,10,0.999,0.05
49998,7,4,Germany;Frankfurt,5.9.2017,188,0.988,0.6
49999,7,5,Germany;Berlin,17.1.2017,14,0.966,0.05
50000,2,7,Germany;Frankfurt,20.5.2017,122,0.976,0.5
50001,1,7,Germany;Frankfurt,7.2.2017,140,0.963,0.5
50002,9,6,Germany;Dresden,24.2.2017,50,0.971,0.35
50003,10,3,Czech republic;Ostrava,11.7.2017,38,0.981,0.25
50004,4,1,Czech republic;Prague,24.9.2017,80,0.99,0.4
50005,1,1,Czech republic;Prague,7.4.2017,34,0.971,0.25
50006,5,2,Denmark;Copenhagen,19.6.2017,85,0.981,0.4
50007,2,1,Czech republic;Prague,21.1.2017,71,0.964,0.35
50008,2,2,Denmark;Copenhagen,19.9.2017,91,0.987,0.4
50009,1,3,Czech republic;Brno,2.4.2017,48,0.974,0.25
50010,4,4,Germany;Frankfurt,9.6.2017,28,0.981,0.25
50011,9,7,Germany;Frankfurt,18.2.2017,42,0.969,0.25
50012,7,1,Czech republic;Prague,8.5.2017,121,0.972,0.5
50013,9,2,Denmark;Copenhagen,21.1.2017,7,0.964,0
50014,4,5,Germany;Berlin,15.3.2017,41,0.972,0.25
50015,8,3,Czech republic;Ostrava,21.7.2017,55,0.98,0.35
50016,6,4,Germany;Frankfurt,21.8.2017,29,0.987,0.25
50017,11,6,Germany;Dresden,3.5.2017,75,0.972,0.4
50018,4,5,Germany;Berlin,25.9.2017,30,0.989,0.25
50019,2,4,Germany;Frankfurt,3.5.2017,45,0.972,0.25
50020,9,3,Czech republic;Ostrava,20.10.2017,35,0.991,0.25
50021,1,5,Germany;Berlin,2.6.2017,88,0.974,0.4
50022,8,3,Czech republic;Ostrava,6.10.2017,42,0.99,0.25
50023,2,3,Czech republic;Brno,22.6.2017,26,0.98,0.25
50024,11,2,Denmark;Copenhagen,10.3.2017,74,0.964,0.35
50025,3,4,Germany;Frankfurt,5.3.2017,100,0.962,0.5
50026,3,3,Czech republic;Brno,23.11.2017,101,0.996,0.5
50027,6,2,Denmark;Copenhagen,19.3.2017,80,0.97,0.4
50028,2,6,Germany;Dresden,18.9.2017,81,0.99,0.4
50029,9,6,Germany;Dresden,8.7.2017,25,0.982,0.25
50030,9,3,Czech republic;Ostrava,9.1.2017,61,0.956,0.35
50031,5,6,Germany;Dresden,18.7.2017,77,0.98,0.4
50032,2,3,Czech republic;Brno,9.12.2017,140,0.997,0.5
50033,3,7,Germany;Frankfurt,19.12.2017,63,0.998,0.35
50034,3,7,Germany;Frankfurt,6.8.2017,30,0.982,0.25
50035,2,5,Germany;Berlin,24.2.2017,43,0.971,0.25
50036,2,6,Germany;Dresden,23.10.2017,50,0.993,0.35
50037,8,5,Germany;Berlin,3.5.2017,39,0.972,0.25
50038,1,7,Germany;Frankfurt,3.11.2017,160,0.994,0.55
50039,4,7,Germany;Frankfurt,19.7.2017,42,0.984,0.25
50040,5,7,Germany;Frankfurt,20.7.2017,47,0.984,0.25
50041,3,6,Germany;Dresden,31.5.2017,30,0.974,0.25
50042,11,6,Germany;Dresden,9.9.2017,72,0.989,0.35
50043,5,7,Germany;Frankfurt,20.11.2017,57,0.995,0.35
50044,6,6,Germany;Dresden,12.5.2017,37,0.972,0.25
50045,8,3,Czech republic;Ostrava,10.1.2017,54,0.962,0.35
50046,2,3,Czech republic;Brno,29.1.2017,115,0.969,0.5
50047,3,4,Germany;Frankfurt,26.3.2017,31,0.973,0.25
50048,2,2,Denmark;Copenhagen,9.7.2017,197,0.981,0.6
50049,7,6,Germany;Dresden,2.5.2017,134,0.969,0.5
50050,2,3,Czech republic;Brno,10.1.2017,40,0.962,0.25
50051,10,4,Germany;Frankfurt,5.6.2017,96,0.978,0.4
50052,4,7,Germany;Frankfurt,24.7.2017,102,0.981,0.5
50053,3,4,Germany;Frankfurt,24.4.2017,84,0.975,0.4
50054,4,5,Germany;Berlin,5.9.2017,39,0.988,0.25
50055,7,4,Germany;Frankfurt,1.3.2017,41,0.967,0.25
50056,6,1,Czech republic;Prague,12.1.2017,11,0.962,0.05
50057,6,5,Germany;Berlin,3.10.2017,154,0.989,0.55
50058,10,6,Germany;Dresden,9.8.2017,86,0.984,0.4
50059,8,1,Czech republic;Prague,26.3.2017,146,0.973,0.5
50060,11,6,Germany;Dresden,8.3.2017,86,0.967,0.4
50061,8,2,Denmark;Copenhagen,28.4.2017,48,0.973,0.25
50062,9,4,Germany;Frankfurt,25.5.2017,32,0.977,0.25
50063,9,2,Denmark;Copenhagen,22.8.2017,45,0.984,0.25
50064,8,5,Germany;Berlin,6.6.2017,55,0.975,0.35
50065,3,7,Germany;Frankfurt,30.3.2017,133,0.97,0.5
50066,4,2,Denmark;Copenhagen,6.12.2017,70,0.997,0.35
50067,8,6,Germany;Dresden,25.3.2017,26,0.966,0.25
50068,9,6,Germany;Dresden,14.1.2017,94,0.955,0.4
50069,7,2,Denmark;Copenhagen,12.2.2017,153,0.962,0.55
50070,11,5,Germany;Berlin,25.9.2017,129,0.989,0.5
50071,2,1,Czech republic;Prague,16.3.2017,74,0.972,0.35
50072,11,5,Germany;Berlin,1.2.2017,41,0.967,0.25
50073,6,2,Denmark;Copenhagen,15.11.2017,47,0.995,0.25
50074,6,4,Germany;Frankfurt,13.4.2017,55,0.973,0.35
50075,6,6,Germany;Dresden,30.7.2017,41,0.984,0.25
50076,10,5,Germany;Berlin,8.4.2017,88,0.974,0.4
50077,5,5,Germany;Berlin,26.6.2017,94,0.981,0.4
50078,11,3,Czech republic;Ostrava,2.3.2017,57,0.968,0.35
50079,11,5,Germany;Berlin,30.6.2017,80,0.978,0.4
50080,11,4,Germany;Frankfurt,12.9.2017,49,0.987,0.25
50081,8,7,Germany;Frankfurt,31.10.2017,47,0.993,0.25
50082,10,3,Czech republic;Ostrava,15.2.2017,62,0.96,0.35
50083,2,7,Germany;Frankfurt,24.6.2017,94,0.979,0.4
50084,11,4,Germany;Frankfurt,6.2.2017,95,0.961,0.4
50085,11,6,Germany;Dresden,28.5.2017,75,0.972,0.4
50086,6,1,Czech republic;Prague,17.6.2017,29,0.981,0.25
50087,5,6,Germany;Dresden,17.7.2017,42,0.983,0.25
50088,5,2,Denmark;Copenhagen,12.1.2017,5,0.962,0
50089,2,1,Czech republic;Prague,20.8.2017,72,0.984,0.35
50090,2,2,Denmark;Copenhagen,26.1.2017,83,0.967,0.4
50091,5,5,Germany;Berlin,10.10.2017,90,0.989,0.4
50092,1,1,Czech republic;Prague,27.10.2017,78,0.991,0.4
50093,10,7,Germany;Frankfurt,23.10.2017,120,0.993,0.5
50094,4,4,Germany;Frankfurt,26.11.2017,99,0.996,0.4
50095,8,7,Germany;Frankfurt,12.1.2017,177,0.962,0.6
50096,7,2,Denmark;Copenhagen,30.10.2017,50,0.992,0.35
50097,4,2,Denmark;Copenhagen,15.3.2017,35,0.972,0.25
50098,7,3,Czech republic;Ostrava,30.6.2017,84,0.978,0.4
50099,1,2,Denmark;Copenhagen,12.8.2017,52,0.983,0.35
50100,8,6,Germany;Dresden,22.8.2017,41,0.984,0.25
50101,4,6,Germany;Dresden,2.6.2017,42,0.974,0.25
50102,4,2,Denmark;Copenhagen,4.3.2017,47,0.964,0.25
50103,10,6,Germany;Dresden,10.3.2017,78,0.964,0.4
50104,4,4,Germany;Frankfurt,24.4.2017,128,0.975,0.5
50105,4,6,Germany;Dresden,9.11.2017,38,0.994,0.25
50106,2,2,Denmark;Copenhagen,8.2.2017,78,0.96,0.4
50107,9,4,Germany;Frankfurt,20.1.2017,161,0.957,0.55
50108,11,3,Czech republic;Ostrava,8.1.2017,180,0.963,0.6
50109,11,2,Denmark;Copenhagen,26.1.2017,69,0.967,0.35
50110,11,6,Germany;Dresden,19.11.2017,54,0.995,0.35
50111,7,3,Czech republic;Ostrava,16.6.2017,34,0.982,0.25
50112,6,2,Denmark;Copenhagen,30.4.2017,43,0.974,0.25
50113,3,1,Czech republic;Prague,16.1.2017,66,0.957,0.35
50114,9,5,Germany;Berlin,24.6.2017,40,0.979,0.25
50115,4,5,Germany;Berlin,23.10.2017,57,0.993,0.35
50116,10,6,Germany;Dresden,4.4.2017,124,0.97,0.5
50117,7,2,Denmark;Copenhagen,6.3.2017,181,0.963,0.6
50118,9,2,Denmark;Copenhagen,16.1.2017,58,0.957,0.35
50119,11,4,Germany;Frankfurt,24.10.2017,34,0.993,0.25
50120,2,1,Czech republic;Prague,12.8.2017,90,0.983,0.4
50121,11,3,Czech republic;Ostrava,4.3.2017,141,0.964,0.5
